F_Code,Text
F83,"Kombinierte umschriebene Entwicklungsstörungen Dies ist eine Restkategorie für Störungen, bei denen eine gewisse Mischung von umschriebenen Entwicklungsstörungen des Sprechens und der Sprache, schulischer Fertigkeiten und motorischer Funktionen vorliegt, von denen jedoch keine so dominiert, dass sie eine Hauptdiagnose rechtfertigt. Diese Mischkategorie soll nur dann verwendet werden, wenn weitgehende Überschneidungen mit allen diesen umschriebenen Entwicklungsstörungen vorliegen. Meist sind die Störungen mit einem gewissen Grad an allgemeiner Beeinträchtigung kognitiver Funktionen verbunden. Sie ist also dann zu verwenden, wenn Funktionsstörungen vorliegen, welche die Kriterien von zwei oder mehr Kategorien von F80.-, F81.- und F82 erfüllen."
F84,"Tief greifende Entwicklungsstörungen Diese Gruppe von Störungen ist gekennzeichnet durch qualitative Abweichungen in den wechselseitigen sozialen Interaktionen und Kommunikationsmustern und durch ein eingeschränktes, stereotypes, sich wiederholendes Repertoire von Interessen und Aktivitäten. Diese qualitativen Auffälligkeiten sind in allen Situationen ein grundlegendes Funktionsmerkmal des betroffenen Kindes. Sollen alle begleitenden somatischen Zustandsbilder und eine Intelligenzminderung angegeben werden, sind zusätzliche Schlüsselnummern zu benutzen. Frühkindlicher Autismus Diese Form der tief greifenden Entwicklungsstörung ist durch eine abnorme oder beeinträchtigte Entwicklung definiert, die sich vor dem dritten Lebensjahr manifestiert. Sie ist außerdem gekennzeichnet durch ein charakteristisches Muster abnormer Funktionen in den folgenden psychopathologischen Bereichen: in der sozialen Interaktion, der Kommunikation und im eingeschränkten stereotyp repetitiven Verhalten. Neben diesen spezifischen diagnostischen Merkmalen zeigt sich häufig eine Vielzahl unspezifischer Probleme, wie Phobien, Schlaf- und Essstörungen, Wutausbrüche und (autodestruktive) Aggression. Autistische Störung Frühkindliche Psychose Infantiler Autismus Kanner-Syndrom Atypischer Autismus Diese Form der tief greifenden Entwicklungsstörung unterscheidet sich vom frühkindlichen Autismus entweder durch das Alter bei Krankheitsbeginn oder dadurch, dass die diagnostischen Kriterien nicht in allen genannten Bereichen erfüllt werden. Diese Subkategorie sollte immer dann verwendet werden, wenn die abnorme oder beeinträchtigte Entwicklung erst nach dem dritten Lebensjahr manifest wird und wenn nicht in allen für die Diagnose Autismus geforderten psychopathologischen Bereichen (nämlich wechselseitige soziale Interaktionen, Kommunikation und eingeschränktes, stereotyp repetitives Verhalten) Auffälligkeiten nachweisbar sind, auch wenn charakteristische Abweichungen auf anderen Gebieten vorliegen. Atypischer Autismus tritt sehr häufig bei schwer retardierten bzw. unter einer schweren rezeptiven Störung der Sprachentwicklung leidenden Patienten auf. Atypische kindliche Psychose Intelligenzminderung mit autistischen Zügen Soll eine Intelligenzstörung angegeben werden, ist eine zusätzliche Schlüsselnummer (F70-F79) zu benutzen. Rett-Syndrom Dieses Zustandsbild wurde bisher nur bei Mädchen beschrieben; nach einer scheinbar normalen frühen Entwicklung erfolgt ein teilweiser oder vollständiger Verlust der Sprache, der lokomotorischen Fähigkeiten und der Gebrauchsfähigkeiten der Hände gemeinsam mit einer Verlangsamung des Kopfwachstums. Der Beginn dieser Störung liegt zwischen dem 7. und 24. Lebensmonat. Der Verlust zielgerichteter Handbewegungen, Stereotypien in Form von Drehbewegungen der Hände und Hyperventilation sind charakteristisch. Sozial- und Spielentwicklung sind gehemmt, das soziale Interesse bleibt jedoch erhalten. Im 4. Lebensjahr beginnt sich eine Rumpfataxie und Apraxie zu entwickeln, choreo-athetoide Bewegungen folgen häufig. Es resultiert fast immer eine schwere Intelligenzminderung. Andere desintegrative Störung des Kindesalters Diese Form einer tief greifenden Entwicklungsstörung ist - anders als das Rett-Syndrom - durch eine Periode einer zweifellos normalen Entwicklung vor dem Beginn der Krankheit definiert. Es folgt ein Verlust vorher erworbener Fertigkeiten verschiedener Entwicklungsbereiche innerhalb weniger Monate. Typischerweise wird die Störung von einem allgemeinen Interessenverlust an der Umwelt, von stereotypen, sich wiederholenden motorischen Manierismen und einer autismusähnlichen Störung sozialer Interaktionen und der Kommunikation begleitet. In einigen Fällen kann die Störung einer begleitenden Enzephalopathie zugeschrieben werden, die Diagnose ist jedoch anhand der Verhaltensmerkmale zu stellen. Dementia infantilis Desintegrative Psychose Heller-Syndrom Symbiotische Psychose Soll eine begleitende neurologische Krankheit angegeben werden, ist eine zusätzliche Schlüsselnummer zu benutzen. Überaktive Störung mit Intelligenzminderung und Bewegungsstereotypien Dies ist eine schlecht definierte Störung von unsicherer nosologischer Validität. Diese Kategorie wurde für eine Gruppe von Kindern mit schwerer Intelligenzminderung (IQ unter 35) eingeführt, mit erheblicher Hyperaktivität, Aufmerksamkeitsstörungen und stereotypen Verhaltensweisen. Sie haben meist keinen Nutzen von Stimulanzien (anders als Kinder mit einem IQ im Normbereich) und können auf eine Verabreichung von Stimulanzien eine schwere dysphorische Reaktion - manchmal mit psychomotorischer Entwicklungsverzögerung - zeigen. In der Adoleszenz kann sich die Hyperaktivität in eine verminderte Aktivität wandeln, ein Muster, das bei hyperkinetischen Kindern mit normaler Intelligenz nicht üblich ist. Das Syndrom wird häufig von einer Vielzahl von umschriebenen oder globalen Entwicklungsverzögerungen begleitet. Es ist nicht bekannt, in welchem Umfang das Verhaltensmuster dem niedrigen IQ oder einer organischen Hirnschädigung zuzuschreiben ist. Asperger-Syndrom Diese Störung von unsicherer nosologischer Validität ist durch dieselbe Form qualitativer Abweichungen der wechselseitigen sozialen Interaktionen, wie für den Autismus typisch, charakterisiert, zusammen mit einem eingeschränkten, stereotypen, sich wiederholenden Repertoire von Interessen und Aktivitäten. Die Störung unterscheidet sich vom Autismus in erster Linie durch fehlende allgemeine Entwicklungsverzögerung bzw. den fehlenden Entwicklungsrückstand der Sprache und der kognitiven Entwicklung. Die Störung geht häufig mit einer auffallenden Ungeschicklichkeit einher. Die Abweichungen tendieren stark dazu, bis in die Adoleszenz und das Erwachsenenalter zu persistieren. Gelegentlich treten psychotische Episoden im frühen Erwachsenenleben auf. Autistische Psychopathie Schizoide Störung des Kindesalters Sonstige tief greifende Entwicklungsstörungen Tief greifende Entwicklungsstörung, nicht näher bezeichnet"
F88,Andere Entwicklungsstörungen Entwicklungsbedingte Agnosie
F89,Nicht näher bezeichnete Entwicklungsstörung Entwicklungsstörung o.n.A.
F90,"Hyperkinetische Störungen Diese Gruppe von Störungen ist charakterisiert durch einen frühen Beginn, meist in den ersten fünf Lebensjahren, einen Mangel an Ausdauer bei Beschäftigungen, die kognitiven Einsatz verlangen, und eine Tendenz, von einer Tätigkeit zu einer anderen zu wechseln, ohne etwas zu Ende zu bringen; hinzu kommt eine desorganisierte, mangelhaft regulierte und überschießende Aktivität. Verschiedene andere Auffälligkeiten können zusätzlich vorliegen. Hyperkinetische Kinder sind oft achtlos und impulsiv, neigen zu Unfällen und werden oft bestraft, weil sie eher aus Unachtsamkeit als vorsätzlich Regeln verletzen. Ihre Beziehung zu Erwachsenen ist oft von einer Distanzstörung und einem Mangel an normaler Vorsicht und Zurückhaltung geprägt. Bei anderen Kindern sind sie unbeliebt und können isoliert sein. Beeinträchtigung kognitiver Funktionen ist häufig, spezifische Verzögerungen der motorischen und sprachlichen Entwicklung kommen überproportional oft vor. Sekundäre Komplikationen sind dissoziales Verhalten und niedriges Selbstwertgefühl. Einfache Aktivitäts- und Aufmerksamkeitsstörung Aufmerksamkeitsdefizit bei: hyperaktivem Syndrom Aufmerksamkeitsdefizit bei: Hyperaktivitätsstörung Aufmerksamkeitsdefizit bei: Störung mit Hyperaktivität Hyperkinetische Störung des Sozialverhaltens Hyperkinetische Störung verbunden mit Störung des Sozialverhaltens Sonstige hyperkinetische Störungen Hyperkinetische Störung, nicht näher bezeichnet Hyperkinetische Reaktion der Kindheit oder des Jugendalters o.n.A. Hyperkinetisches Syndrom o.n.A."
F91,"Störungen des Sozialverhaltens Störungen des Sozialverhaltens sind durch ein sich wiederholendes und anhaltendes Muster dissozialen, aggressiven und aufsässigen Verhaltens charakterisiert. Dieses Verhalten übersteigt mit seinen gröberen Verletzungen die altersentsprechenden sozialen Erwartungen. Es ist also schwerwiegender als gewöhnlicher kindischer Unfug oder jugendliche Aufmüpfigkeit. Das anhaltende Verhaltensmuster muss mindestens sechs Monate oder länger bestanden haben. Störungen des Sozialverhaltens können auch bei anderen psychiatrischen Krankheiten auftreten, in diesen Fällen ist die zugrunde liegende Diagnose zu verwenden. Beispiele für Verhaltensweisen, welche diese Diagnose begründen, umfassen ein extremes Maß an Streiten oder Tyrannisieren, Grausamkeit gegenüber anderen Personen oder Tieren, erhebliche Destruktivität gegenüber Eigentum, Feuerlegen, Stehlen, häufiges Lügen, Schulschwänzen oder Weglaufen von zu Hause, ungewöhnlich häufige und schwere Wutausbrüche und Ungehorsam. Jedes dieser Beispiele ist bei erheblicher Ausprägung ausreichend für die Diagnose, nicht aber nur isolierte dissoziale Handlungen. Auf den familiären Rahmen beschränkte Störung des Sozialverhaltens Diese Verhaltensstörung umfasst dissoziales oder aggressives Verhalten (und nicht nur oppositionelles, aufsässiges oder trotziges Verhalten), das vollständig oder fast völlig auf den häuslichen Rahmen oder auf Interaktionen mit Mitgliedern der Kernfamilie oder der unmittelbaren Lebensgemeinschaft beschränkt ist. Für die Störung müssen die allgemeinen Kriterien für F91.- erfüllt sein. Schwer gestörte Eltern-Kind-Beziehungen sind für die Diagnose allein nicht ausreichend. Störung des Sozialverhaltens bei fehlenden sozialen Bindungen Diese Störung ist charakterisiert durch die Kombination von andauerndem dissozialen oder aggressiven Verhalten, das die allgemeinen Kriterien für F91.- erfüllt und nicht nur oppositionelles, aufsässiges und trotziges Verhalten umfasst, mit deutlichen und tief greifenden Abweichungen der Beziehungen des Betroffenen zu anderen Kindern. Nichtsozialisierte aggressive Störung Störung des Sozialverhaltens, nur aggressiver Typ Störung des Sozialverhaltens bei vorhandenen sozialen Bindungen Dieses Störung beinhaltet andauerndes dissoziales oder aggressives Verhalten, das die allgemeinen Kriterien für F91.- erfüllt und nicht nur oppositionelles, aufsässiges und trotziges Verhalten umfasst, und bei Kindern auftritt, die allgemein gut in ihrer Altersgruppe eingebunden sind. Gemeinsames Stehlen Gruppendelinquenz Schulschwänzen Störung des Sozialverhaltens in der Gruppe Vergehen im Rahmen einer Bandenmitgliedschaft Störung des Sozialverhaltens mit oppositionellem, aufsässigem Verhalten Diese Verhaltensstörung tritt gewöhnlich bei jüngeren Kindern auf und ist in erster Linie durch deutlich aufsässiges, ungehorsames Verhalten charakterisiert, ohne delinquente Handlungen oder schwere Formen aggressiven oder dissozialen Verhaltens. Für diese Störung müssen die allgemeinen Kriterien für F91.- erfüllt sein: deutlich übermütiges oder ungezogenes Verhalten allein reicht für die Diagnosenstellung nicht aus. Vorsicht beim Stellen dieser Diagnose ist vor allem bei älteren Kindern geboten, bei denen klinisch bedeutsame Störungen des Sozialverhaltens meist mit dissozialem oder aggressivem Verhalten einhergehen, das über Aufsässigkeit, Ungehorsam oder Trotz hinausgeht. Sonstige Störungen des Sozialverhaltens Störung des Sozialverhaltens, nicht näher bezeichnet Kindheit: Störung des Sozialverhaltens o.n.A. Kindheit: Verhaltensstörung o.n.A."
F92,"Kombinierte Störung des Sozialverhaltens und der Emotionen Diese Gruppe von Störungen ist durch die Kombination von anhaltendem aggressiven, dissozialen oder aufsässigen Verhalten charakterisiert mit offensichtlichen und eindeutigen Symptomen von Depression, Angst oder anderen emotionalen Störungen. Sowohl die Kriterien für Störungen des Sozialverhaltens im Kindesalter (F91.-) als auch für emotionale Störungen des Kindesalters (F93.-) bzw. für eine erwachsenentypische neurotische Störung (F40-F49) oder eine affektive Störung (F30-F39) müssen erfüllt sein. Störung des Sozialverhaltens mit depressiver Störung Diese Kategorie verlangt die Kombination einer Störung des Sozialverhaltens (F91.-) mit andauernder und deutlich depressiver Verstimmung (F32.-), die sich in auffälligem Leiden, Interessenverlust, mangelndem Vergnügen an alltäglichen Aktivitäten, Schulderleben und Hoffnungslosigkeit zeigt. Schlafstörungen und Appetitlosigkeit können gleichfalls vorhanden sein. Störung des Sozialverhaltens (F91.-) mit depressiver Störung (F32.-) Sonstige kombinierte Störung des Sozialverhaltens und der Emotionen Diese Kategorie verlangt die Kombination einer Störung des Sozialverhaltens (F91.-) mit andauernden und deutlichen emotionalen Symptomen wie Angst, Zwangsgedanken oder Zwangshandlungen, Depersonalisation oder Derealisation, Phobien oder Hypochondrie. Störungen des Sozialverhaltens (F91.-) mit: emotionaler Störung (F93.-) Störungen des Sozialverhaltens (F91.-) mit: neurotischer Störung (F40-F49) Kombinierte Störung des Sozialverhaltens und der Emotionen, nicht näher bezeichnet"
F93,"Emotionale Störungen des Kindesalters Diese stellen in erster Linie Verstärkungen normaler Entwicklungstrends dar und weniger eigenständige, qualitativ abnorme Phänomene. Die Entwicklungsbezogenheit ist das diagnostische Schlüsselmerkmal für die Unterscheidung der emotionalen Störungen mit Beginn in der Kindheit (F93.-) von den neurotischen Störungen (F40-F48). Emotionale Störung mit Trennungsangst des Kindesalters Eine Störung mit Trennungsangst soll nur dann diagnostiziert werden, wenn die Furcht vor Trennung den Kern der Angst darstellt und wenn eine solche Angst erstmals während der frühen Kindheit auftrat. Sie unterscheidet sich von normaler Trennungsangst durch eine unübliche Ausprägung, eine abnorme Dauer über die typische Altersstufe hinaus und durch deutliche Probleme in sozialen Funktionen. Phobische Störung des Kindesalters Es handelt sich um Befürchtungen in der Kindheit, die eine deutliche Spezifität für die entsprechenden Entwicklungsphasen aufweisen und in einem gewissen Ausmaß bei der Mehrzahl der Kinder auftreten, hier aber in einer besonderen Ausprägung. Andere in der Kindheit auftretende Befürchtungen, die nicht normaler Bestandteil der psychosozialen Entwicklung sind, wie z.B. die Agoraphobie sind unter der entsprechenden Kategorie in Abschnitt F40-F48 zu klassifizieren. Störung mit sozialer Ängstlichkeit des Kindesalters Bei dieser Störung besteht ein Misstrauen gegenüber Fremden und soziale Besorgnis oder Angst, in neuen, fremden oder sozial bedrohlichen Situationen. Diese Kategorie sollte nur verwendet werden, wenn solche Ängste in der frühen Kindheit auftreten und sie ungewöhnlich stark ausgeprägt sind und zu deutlichen Problemen in der sozialen Funktionsfähigkeit führen. Vermeidende Störung in der Kindheit und Jugend Emotionale Störung mit Geschwisterrivalität Die Mehrzahl junger Kinder zeigt gewöhnlich ein gewisses Ausmaß emotionaler Störungen nach der Geburt eines unmittelbar nachfolgenden jüngeren Geschwisters. Eine emotionale Störung mit Geschwisterrivalität soll nur dann diagnostiziert werden, wenn sowohl das Ausmaß als auch die Dauer der Störung übermäßig ausgeprägt sind und mit Störungen der sozialen Interaktionen einhergehen. Geschwistereifersucht Sonstige emotionale Störungen des Kindesalters Identitätsstörung Störung mit Überängstlichkeit Emotionale Störung des Kindesalters, nicht näher bezeichnet"
F94,"Störungen sozialer Funktionen mit Beginn in der Kindheit und Jugend Es handelt sich um eine etwas heterogene Gruppe von Störungen, mit Abweichungen in der sozialen Funktionsfähigkeit und Beginn in der Entwicklungszeit. Anders als die tief greifenden Entwicklungsstörungen sind sie jedoch nicht primär durch eine offensichtliche konstitutionelle soziale Beeinträchtigung oder Defizite in allen Bereichen sozialer Funktionen charakterisiert. In vielen Fällen spielen schwerwiegende Milieuschäden oder Deprivationen eine vermutlich entscheidende Rolle in der Ätiologie. Elektiver Mutismus Dieser ist durch eine deutliche, emotional bedingte Selektivität des Sprechens charakterisiert, so dass das Kind in einigen Situationen spricht, in anderen definierbaren Situationen jedoch nicht. Diese Störung ist üblicherweise mit besonderen Persönlichkeitsmerkmalen wie Sozialangst, Rückzug, Empfindsamkeit oder Widerstand verbunden. Selektiver Mutismus Reaktive Bindungsstörung des Kindesalters Diese tritt in den ersten fünf Lebensjahren auf und ist durch anhaltende Auffälligkeiten im sozialen Beziehungsmuster des Kindes charakterisiert. Diese sind von einer emotionalen Störung begleitet und reagieren auf Wechsel in den Milieuverhältnissen. Die Symptome bestehen aus Furchtsamkeit und Übervorsichtigkeit, eingeschränkten sozialen Interaktionen mit Gleichaltrigen, gegen sich selbst oder andere gerichteten Aggressionen, Unglücklichsein und in einigen Fällen Wachstumsverzögerung. Das Syndrom tritt wahrscheinlich als direkte Folge schwerer elterlicher Vernachlässigung, Missbrauch oder schwerer Misshandlung auf. Soll eine begleitende Gedeih- oder Wachstumsstörung angegeben werden, ist eine zusätzliche Schlüsselnummer zu benutzen. Bindungsstörung des Kindesalters mit Enthemmung Ein spezifisches abnormes soziales Funktionsmuster, das während der ersten fünf Lebensjahre auftritt mit einer Tendenz, trotz deutlicher Änderungen in den Milieubedingungen zu persistieren. Dieses kann z.B. in diffusem, nichtselektivem Bindungsverhalten bestehen, in aufmerksamkeitssuchendem und wahllos freundlichem Verhalten und kaum modulierten Interaktionen mit Gleichaltrigen; je nach Umständen kommen auch emotionale und Verhaltensstörungen vor. Gefühlsarme Psychopathie Hospitalismus Sonstige Störungen sozialer Funktionen mit Beginn in der Kindheit Störung sozialer Funktionen mit Beginn in der Kindheit, nicht näher bezeichnet"
F95,"Ticstörungen Syndrome, bei denen das vorwiegende Symptom ein Tic ist. Ein Tic ist eine unwillkürliche, rasche, wiederholte, nichtrhythmische Bewegung meist umschriebener Muskelgruppen oder eine Lautproduktion, die plötzlich einsetzt und keinem erkennbaren Zweck dient. Normalerweise werden Tics als nicht willkürlich beeinflussbar erlebt, sie können jedoch meist für unterschiedlich lange Zeiträume unterdrückt werden. Belastungen können sie verstärken, während des Schlafens verschwinden sie. Häufige einfache motorische Tics sind Blinzeln, Kopfwerfen, Schulterzucken und Grimassieren. Häufige einfache vokale Tics sind z.B. Räuspern, Bellen, Schnüffeln und Zischen. Komplexe Tics sind Sich-selbst-Schlagen sowie Springen und Hüpfen. Komplexe vokale Tics sind die Wiederholung bestimmter Wörter und manchmal der Gebrauch sozial unangebrachter, oft obszöner Wörter (Koprolalie) und die Wiederholung eigener Laute oder Wörter (Palilalie). Vorübergehende Ticstörung Sie erfüllt die allgemeinen Kriterien für eine Ticstörung, jedoch halten die Tics nicht länger als 12 Monate an. Die Tics sind häufig Blinzeln, Grimassieren oder Kopfschütteln. Chronische motorische oder vokale Ticstörung Sie erfüllt die allgemeinen Kriterien für eine Ticstörung, wobei motorische oder vokale Tics, jedoch nicht beide zugleich, einzeln, meist jedoch multipel, auftreten und länger als ein Jahr andauern. Kombinierte vokale und multiple motorische Tics [Tourette-Syndrom] Eine Form der Ticstörung, bei der gegenwärtig oder in der Vergangenheit multiple motorische Tics und ein oder mehrere vokale Tics vorgekommen sind, die aber nicht notwendigerweise gleichzeitig auftreten müssen. Die Störung verschlechtert sich meist während der Adoleszenz und neigt dazu, bis in das Erwachsenenalter anzuhalten. Die vokalen Tics sind häufig multipel mit explosiven repetitiven Vokalisationen, Räuspern und Grunzen und Gebrauch von obszönen Wörtern oder Phrasen. Manchmal besteht eine begleitende gestische Echopraxie, die ebenfalls obszöner Natur sein kann (Kopropraxie). Sonstige Ticstörungen Ticstörung, nicht näher bezeichnet Tic o.n.A."
F98,"Andere Verhaltens- und emotionale Störungen mit Beginn in der Kindheit und Jugend Dieser heterogenen Gruppe von Störungen ist der Beginn in der Kindheit gemeinsam, sonst unterscheiden sie sich jedoch in vieler Hinsicht. Einige der Störungen repräsentieren gut definierte Syndrome, andere sind jedoch nicht mehr als Symptomkomplexe, die hier aber wegen ihrer Häufigkeit und ihrer sozialen Folgen und weil sie anderen Syndromen nicht zugeordnet werden können, aufgeführt werden. Nichtorganische Enuresis Diese Störung ist charakterisiert durch unwillkürlichen Harnabgang am Tag und in der Nacht, untypisch für das Entwicklungsalter. Sie ist nicht Folge einer mangelnden Blasenkontrolle aufgrund einer neurologischen Krankheit, epileptischer Anfälle oder einer strukturellen Anomalie der ableitenden Harnwege. Die Enuresis kann von Geburt an bestehen oder nach einer Periode bereits erworbener Blasenkontrolle aufgetreten sein. Die Enuresis kann von einer schweren emotionalen oder Verhaltensstörung begleitet werden. Funktionelle Enuresis Nichtorganische primäre oder sekundäre Enuresis Nichtorganische Harninkontinenz Psychogene Enuresis Nichtorganische Enkopresis Wiederholtes willkürliches oder unwillkürliches Absetzen von Faeces normaler oder fast normaler Konsistenz an Stellen, die im soziokulturellen Umfeld des Betroffenen nicht dafür vorgesehen sind. Die Störung kann eine abnorme Verlängerung der normalen infantilen Inkontinenz darstellen oder einen Kontinenzverlust nach bereits vorhandener Darmkontrolle, oder es kann sich um ein absichtliches Absetzen von Stuhl an dafür nicht vorgesehenen Stellen trotz normaler physiologischer Darmkontrolle handeln. Das Zustandsbild kann als monosymptomatische Störung auftreten oder als Teil einer umfassenderen Störung, besonders einer emotionalen Störung (F93.-) oder einer Störung des Sozialverhaltens (F91.-). Funktionelle Enkopresis Nichtorganische Stuhlinkontinenz Psychogene Enkopresis Soll die Ursache einer eventuell gleichzeitig bestehenden Obstipation angegeben werden, ist eine zusätzliche Schlüsselnummer zu benutzen. Fütterstörung im frühen Kindesalter Eine Fütterstörung mit unterschiedlicher Symptomatik, die gewöhnlich für das Kleinkindalter und frühe Kindesalter spezifisch ist. Im Allgemeinen umfasst die Nahrungsverweigerung extrem wählerisches Essverhalten bei angemessenem Nahrungsangebot und einer einigermaßen kompetenten Betreuungsperson in Abwesenheit einer organischen Krankheit. Begleitend kann Rumination - d.h. wiederholtes Heraufwürgen von Nahrung ohne Übelkeit oder eine gastrointestinale Krankheit - vorhanden sein. Rumination im Kleinkindalter Pica im Kindesalter Anhaltender Verzehr nicht essbarer Substanzen wie Erde, Farbschnipsel usw.. Sie kann als eines von vielen Symptomen einer umfassenderen psychischen Störung wie Autismus auftreten oder sie kann als relativ isolierte psychopathologische Auffälligkeit vorkommen; nur das letztere wird hier kodiert. Das Phänomen ist bei intelligenzgeminderten Kindern am häufigsten. Wenn eine solche Intelligenzminderung vorliegt, ist als Hauptdiagnose eine Kodierung unter F70-F79 zu verwenden. Stereotype Bewegungsstörungen Willkürliche, wiederholte, stereotype, nicht funktionale und oft rhythmische Bewegungen, die nicht Teil einer anderen psychischen oder neurologischen Krankheit sind. Wenn solche Bewegungen als Symptome einer anderen Störung vorkommen, soll nur die übergreifende Störung kodiert werden. Nichtselbstbeschädigende Bewegungen sind z.B.: Körperschaukeln, Kopfschaukeln, Haarezupfen, Haaredrehen, Fingerschnipsgewohnheiten und Händeschütteln. Stereotype Selbstbeschädigungen sind z.B.: Wiederholtes Kopfanschlagen, Ins-Gesicht-Schlagen, In-die-Augen-Bohren und Beißen in Hände, Lippen oder andere Körperpartien. Alle stereotypen Bewegungsstörungen treten am häufigsten in Verbindung mit Intelligenzminderung auf; wenn dies der Fall ist, sind beide Störungen zu kodieren. Wenn das Bohren in den Augen bei einem Kind mit visueller Behinderung auftritt, soll beides kodiert werden: das Bohren in den Augen mit F98.4- und die Sehstörung mit der Kodierung der entsprechenden somatischen Störung. Stereotypie/abnorme Gewohnheit Stottern [Stammeln] Hierbei ist das Sprechen durch häufige Wiederholung oder Dehnung von Lauten, Silben oder Wörtern, oder durch häufiges Zögern und Innehalten, das den rhythmischen Sprechfluss unterbricht, gekennzeichnet. Es soll als Störung nur klassifiziert werden, wenn die Sprechflüssigkeit deutlich beeinträchtigt ist. Poltern Eine hohe Sprechgeschwindigkeit mit Störung der Sprechflüssigkeit, jedoch ohne Wiederholungen oder Zögern, von einem Schweregrad, der zu einer beeinträchtigten Sprechverständlichkeit führt. Das Sprechen ist unregelmäßig und unrhythmisch, mit schnellen, ruckartigen Anläufen, die gewöhnlich zu einem fehlerhaften Satzmuster führen. Sonstige näher bezeichnete Verhaltens- und emotionale Störungen mit Beginn in der Kindheit und Jugend Nicht näher bezeichnete Verhaltens- oder emotionale Störungen mit Beginn in der Kindheit und Jugend"
F99,Psychische Störung ohne nähere Angabe Psychische Krankheit o.n.A.
